Sample,Time,Ta,V_Thermistor,PWM%
1548,2025-07-05 03:13:32,3.77,2.140,0
1549,2025-07-05 03:14:02,3.73,2.140,0
1550,2025-07-05 03:14:32,3.74,2.137,0
1551,2025-07-05 03:15:04,3.70,2.150,0
1552,2025-07-05 03:15:34,3.70,2.146,0
1553,2025-07-05 03:16:04,3.70,2.161,0
1554,2025-07-05 03:16:36,3.69,2.137,0
1555,2025-07-05 03:17:06,3.69,2.134,0
1556,2025-07-05 03:17:39,3.67,2.152,0
1557,2025-07-05 03:18:11,3.70,2.144,0
1558,2025-07-05 03:18:41,3.69,2.140,0
1559,2025-07-05 03:19:11,3.67,2.152,0
1560,2025-07-05 03:19:41,3.68,2.140,0
1561,2025-07-05 03:20:11,3.69,2.142,0
1562,2025-07-05 03:20:41,3.69,2.146,0
1563,2025-07-05 03:21:11,3.69,2.149,0
1564,2025-07-05 03:21:41,3.71,2.146,0
1565,2025-07-05 03:22:11,3.71,2.144,0
1566,2025-07-05 03:22:42,3.69,2.148,0
1567,2025-07-05 03:23:12,3.71,2.152,0
1568,2025-07-05 03:23:42,3.70,2.137,0
1569,2025-07-05 03:24:12,3.69,2.145,0
1570,2025-07-05 03:24:42,3.66,2.143,0
1571,2025-07-05 03:25:12,3.65,2.144,0
1572,2025-07-05 03:25:42,3.65,2.148,0
1573,2025-07-05 03:26:12,3.64,2.144,0
1574,2025-07-05 03:26:42,3.61,2.152,0
1575,2025-07-05 03:27:12,3.62,2.147,0
1576,2025-07-05 03:27:43,3.59,2.147,0
1577,2025-07-05 03:28:13,3.58,2.152,0
1578,2025-07-05 03:28:43,3.57,2.147,0
1579,2025-07-05 03:29:13,3.58,2.144,0
1580,2025-07-05 03:29:43,3.58,2.139,0
1581,2025-07-05 03:30:13,3.57,2.137,0
1582,2025-07-05 03:30:43,3.58,2.154,0
1583,2025-07-05 03:31:13,3.58,2.148,0
1584,2025-07-05 03:31:44,3.61,2.159,0
1585,2025-07-05 03:32:14,3.60,2.150,0
1586,2025-07-05 03:32:44,3.58,2.159,0
1587,2025-07-05 03:33:14,3.58,2.149,0
1588,2025-07-05 03:33:44,3.58,2.152,0
1589,2025-07-05 03:34:14,3.54,2.152,0
1590,2025-07-05 03:34:44,3.57,2.152,0
1591,2025-07-05 03:35:14,3.56,2.147,0
1592,2025-07-05 03:35:45,3.54,2.157,0
1593,2025-07-05 03:36:15,3.53,2.151,0
1594,2025-07-05 03:36:46,3.53,2.154,0
1595,2025-07-05 03:37:16,3.53,2.145,0
1596,2025-07-05 03:37:46,3.51,2.137,0
1597,2025-07-05 03:38:16,3.52,2.150,0
1598,2025-07-05 03:38:46,3.51,2.144,0
1599,2025-07-05 03:39:16,3.51,2.156,0
1600,2025-07-05 03:39:46,3.52,2.156,0
1601,2025-07-05 03:40:16,3.53,2.149,0
1602,2025-07-05 03:40:46,3.51,2.150,0
1603,2025-07-05 03:41:16,3.51,2.152,0
1604,2025-07-05 03:41:48,3.52,2.151,0
1605,2025-07-05 03:42:18,3.50,2.152,0
1606,2025-07-05 03:42:48,3.48,2.150,0
1607,2025-07-05 03:43:18,3.48,2.153,0
1608,2025-07-05 03:43:48,3.50,2.154,0
1609,2025-07-05 03:44:18,3.49,2.147,0
1610,2025-07-05 03:44:48,3.48,2.162,0
1611,2025-07-05 03:45:18,3.47,2.142,0
1612,2025-07-05 03:45:49,3.49,2.159,0
1613,2025-07-05 03:46:19,3.47,2.159,0
1614,2025-07-05 03:46:50,3.45,2.148,0
1615,2025-07-05 03:47:20,3.44,2.159,0
1616,2025-07-05 03:47:50,3.47,2.149,0
1617,2025-07-05 03:48:20,3.45,2.155,0
1618,2025-07-05 03:48:51,3.46,2.148,0
1619,2025-07-05 03:49:21,3.45,2.151,0
1620,2025-07-05 03:49:51,3.47,2.160,0
1621,2025-07-05 03:50:21,3.48,2.162,0
1622,2025-07-05 03:50:51,3.48,2.165,0
1623,2025-07-05 03:51:21,3.50,2.160,0
1624,2025-07-05 03:51:53,3.50,2.152,0
1625,2025-07-05 03:52:23,3.50,2.150,0
1626,2025-07-05 03:52:53,3.51,2.160,0
1627,2025-07-05 03:53:23,3.49,2.148,0
1628,2025-07-05 03:53:53,3.48,2.160,0
1629,2025-07-05 03:54:23,3.47,2.156,0
1630,2025-07-05 03:54:53,3.46,2.162,0
1631,2025-07-05 03:55:23,3.44,2.145,0
1632,2025-07-05 03:55:55,3.46,2.162,0
1633,2025-07-05 03:56:25,3.43,2.147,0
1634,2025-07-05 03:56:56,3.41,2.159,0
1635,2025-07-05 03:57:26,3.41,2.163,0
1636,2025-07-05 03:57:56,3.38,2.159,0
1637,2025-07-05 03:58:26,3.39,2.159,0
1638,2025-07-05 03:58:57,3.40,2.165,0
1639,2025-07-05 03:59:27,3.39,2.165,0
1640,2025-07-05 03:59:57,3.37,2.160,0
1641,2025-07-05 04:00:27,3.37,2.152,0
1642,2025-07-05 04:00:57,3.39,2.159,0
1643,2025-07-05 04:01:27,3.38,2.169,0
1644,2025-07-05 04:01:57,3.38,2.160,0
1645,2025-07-05 04:02:27,3.38,2.156,0
1646,2025-07-05 04:02:57,3.36,2.175,0
1647,2025-07-05 04:03:27,3.39,2.165,0
1648,2025-07-05 04:03:57,3.36,2.164,0
1649,2025-07-05 04:04:27,3.37,2.150,0
1650,2025-07-05 04:04:57,3.35,2.151,0
1651,2025-07-05 04:05:27,3.35,2.162,0
1652,2025-07-05 04:05:59,3.37,2.161,0
1653,2025-07-05 04:06:29,3.35,2.180,0
1654,2025-07-05 04:07:00,3.37,2.162,0
1655,2025-07-05 04:07:30,3.35,2.160,0
1656,2025-07-05 04:08:00,3.36,2.148,0
1657,2025-07-05 04:08:30,3.33,2.162,0
1658,2025-07-05 04:09:00,3.33,2.158,0
1659,2025-07-05 04:09:30,3.33,2.170,0
1660,2025-07-05 04:10:00,3.35,2.160,0
1661,2025-07-05 04:10:30,3.33,2.153,0
1662,2025-07-05 04:11:02,3.31,2.156,0
1663,2025-07-05 04:11:32,3.31,2.155,0
1664,2025-07-05 04:12:02,3.32,2.169,0
1665,2025-07-05 04:12:32,3.31,2.160,0
1666,2025-07-05 04:13:02,3.31,2.159,0
1667,2025-07-05 04:13:32,3.30,2.191,0
1668,2025-07-05 04:14:02,3.29,2.163,0
1669,2025-07-05 04:14:32,3.30,2.160,0
1670,2025-07-05 04:15:02,3.26,2.172,0
1671,2025-07-05 04:15:32,3.26,2.169,0
1672,2025-07-05 04:16:02,3.27,2.162,0
1673,2025-07-05 04:16:32,3.26,2.145,0
1674,2025-07-05 04:17:02,3.28,2.165,0
1675,2025-07-05 04:17:32,3.26,2.162,0
1676,2025-07-05 04:18:02,3.28,2.162,0
1677,2025-07-05 04:18:32,3.28,2.150,0
1678,2025-07-05 04:19:04,3.28,2.156,0
1679,2025-07-05 04:19:34,3.29,2.166,0
1680,2025-07-05 04:20:04,3.25,2.164,0
1681,2025-07-05 04:20:38,3.23,2.163,0
1682,2025-07-05 04:21:08,3.25,2.166,0
1683,2025-07-05 04:21:38,3.22,2.156,0
1684,2025-07-05 04:22:08,3.23,2.165,0
1685,2025-07-05 04:22:38,3.23,2.172,0
1686,2025-07-05 04:23:08,3.23,2.150,0
1687,2025-07-05 04:23:38,3.24,2.160,0
1688,2025-07-05 04:24:08,3.25,2.173,0
1689,2025-07-05 04:24:39,3.26,2.175,0
1690,2025-07-05 04:25:09,3.22,2.161,0
1691,2025-07-05 04:25:40,3.23,2.167,0
1692,2025-07-05 04:26:10,3.26,2.175,0
1693,2025-07-05 04:26:40,3.24,2.167,0
1694,2025-07-05 04:27:10,3.24,2.169,0
1695,2025-07-05 04:27:40,3.23,2.172,0
1696,2025-07-05 04:28:10,3.23,2.164,0
1697,2025-07-05 04:28:40,3.19,2.175,0
1698,2025-07-05 04:29:10,3.18,2.166,0
1699,2025-07-05 04:29:41,3.20,2.166,0
1700,2025-07-05 04:30:11,3.18,2.177,0
1701,2025-07-05 04:30:42,3.16,2.175,0
1702,2025-07-05 04:31:12,3.17,2.177,0
1703,2025-07-05 04:31:42,3.18,2.172,0
1704,2025-07-05 04:32:12,3.18,2.178,0
1705,2025-07-05 04:32:42,3.15,2.156,0
1706,2025-07-05 04:33:12,3.17,2.158,0
1707,2025-07-05 04:33:42,3.17,2.173,0
1708,2025-07-05 04:34:12,3.15,2.178,0
1709,2025-07-05 04:34:43,3.18,2.166,0
1710,2025-07-05 04:35:13,3.16,2.145,0
1711,2025-07-05 04:35:44,3.18,2.166,0
1712,2025-07-05 04:36:14,3.16,2.166,0
1713,2025-07-05 04:36:44,3.13,2.178,0
1714,2025-07-05 04:37:14,3.15,2.175,0
1715,2025-07-05 04:37:44,3.12,2.160,0
1716,2025-07-05 04:38:14,3.14,2.169,0
1717,2025-07-05 04:38:44,3.10,2.169,0
1718,2025-07-05 04:39:14,3.11,2.182,0
1719,2025-07-05 04:39:44,3.11,2.178,0
1720,2025-07-05 04:40:14,3.10,2.161,0
1721,2025-07-05 04:40:44,3.10,2.178,0
1722,2025-07-05 04:41:14,3.09,2.178,0
1723,2025-07-05 04:41:44,3.06,2.180,0
1724,2025-07-05 04:42:14,3.08,2.171,0
1725,2025-07-05 04:42:45,3.10,2.180,0
1726,2025-07-05 04:43:15,3.09,2.178,0
1727,2025-07-05 04:43:45,3.11,2.178,0
1728,2025-07-05 04:44:15,3.10,2.166,0
1729,2025-07-05 04:44:45,3.12,2.180,0
1730,2025-07-05 04:45:15,3.10,2.172,0
1731,2025-07-05 04:45:45,3.08,2.173,0
1732,2025-07-05 04:46:15,3.11,2.178,0
1733,2025-07-05 04:46:45,3.08,2.176,0
1734,2025-07-05 04:47:15,3.11,2.163,0
1735,2025-07-05 04:47:45,3.09,2.177,0
1736,2025-07-05 04:48:15,3.12,2.178,0
1737,2025-07-05 04:48:45,3.11,2.166,0
1738,2025-07-05 04:49:15,3.11,2.161,0
1739,2025-07-05 04:49:46,3.12,2.175,0
1740,2025-07-05 04:50:16,3.10,2.177,0
1741,2025-07-05 04:50:47,3.11,2.165,0
1742,2025-07-05 04:51:17,3.11,2.163,0
1743,2025-07-05 04:51:47,3.10,2.180,0
1744,2025-07-05 04:52:17,3.12,2.174,0
1745,2025-07-05 04:52:47,3.10,2.169,0
1746,2025-07-05 04:53:17,3.10,2.171,0
1747,2025-07-05 04:53:47,3.12,2.176,0
1748,2025-07-05 04:54:17,3.11,2.181,0
1749,2025-07-05 04:54:48,3.09,2.178,0
1750,2025-07-05 04:55:18,3.08,2.205,0
1751,2025-07-05 04:55:48,3.08,2.178,0
1752,2025-07-05 04:56:18,3.07,2.177,0
1753,2025-07-05 04:56:48,3.08,2.175,0
1754,2025-07-05 04:57:18,3.10,2.175,0
1755,2025-07-05 04:57:48,3.08,2.163,0
1756,2025-07-05 04:58:18,3.08,2.176,0
1757,2025-07-05 04:58:48,3.06,2.173,0
1758,2025-07-05 04:59:18,3.10,2.175,0
1759,2025-07-05 04:59:50,3.08,2.179,0
1760,2025-07-05 05:00:20,3.07,2.176,0
1761,2025-07-05 05:00:50,3.08,2.175,0
1762,2025-07-05 05:01:20,3.06,2.180,0
1763,2025-07-05 05:01:51,3.04,2.181,0
1764,2025-07-05 05:02:21,3.04,2.179,0
1765,2025-07-05 05:02:51,3.04,2.163,0
1766,2025-07-05 05:03:21,3.06,2.171,0
1767,2025-07-05 05:03:51,3.05,2.166,0
1768,2025-07-05 05:04:21,3.04,2.169,0
1769,2025-07-05 05:04:53,3.04,2.165,0
1770,2025-07-05 05:05:23,3.06,2.181,0
1771,2025-07-05 05:05:53,3.03,2.181,0
1772,2025-07-05 05:06:23,3.07,2.191,0
1773,2025-07-05 05:06:53,3.05,2.170,0
1774,2025-07-05 05:07:23,3.06,2.171,0
1775,2025-07-05 05:07:53,3.06,2.178,0
1776,2025-07-05 05:08:23,3.05,2.173,0
1777,2025-07-05 05:08:54,3.07,2.161,0
1778,2025-07-05 05:09:24,3.06,2.165,0
1779,2025-07-05 05:09:54,3.06,2.178,0
1780,2025-07-05 05:10:24,3.05,2.181,0
1781,2025-07-05 05:10:54,3.05,2.165,0
1782,2025-07-05 05:11:24,3.04,2.161,0
1783,2025-07-05 05:11:54,3.03,2.185,0
1784,2025-07-05 05:12:24,3.03,2.163,0
1785,2025-07-05 05:12:54,3.05,2.180,0
1786,2025-07-05 05:13:24,3.05,2.180,0
1787,2025-07-05 05:13:54,3.03,2.169,0
1788,2025-07-05 05:14:24,3.06,2.180,0
1789,2025-07-05 05:14:55,3.05,2.164,0
1790,2025-07-05 05:15:25,3.04,2.175,0
1791,2025-07-05 05:15:55,3.03,2.172,0
1792,2025-07-05 05:16:25,3.02,2.174,0
1793,2025-07-05 05:16:55,3.03,2.178,0
1794,2025-07-05 05:17:25,3.02,2.154,0
1795,2025-07-05 05:17:55,3.00,2.172,0
1796,2025-07-05 05:18:25,3.00,2.176,0
1797,2025-07-05 05:18:56,3.00,2.171,0
1798,2025-07-05 05:19:26,3.00,2.173,0
1799,2025-07-05 05:19:56,3.01,2.192,0
1800,2025-07-05 05:20:26,2.98,2.177,0
1801,2025-07-05 05:20:56,2.98,2.185,0
1802,2025-07-05 05:21:26,2.99,2.177,0
1803,2025-07-05 05:21:56,3.00,2.165,0
1804,2025-07-05 05:22:26,2.98,2.145,0
1805,2025-07-05 05:22:57,2.96,2.176,0
1806,2025-07-05 05:23:27,2.99,2.172,0
1807,2025-07-05 05:23:58,2.96,2.185,0
1808,2025-07-05 05:24:28,2.98,2.190,0
1809,2025-07-05 05:24:58,2.99,2.180,0
1810,2025-07-05 05:25:28,2.98,2.181,0
1811,2025-07-05 05:25:58,2.95,2.160,0
1812,2025-07-05 05:26:28,2.96,2.178,0
1813,2025-07-05 05:26:58,2.96,2.165,0
1814,2025-07-05 05:27:28,2.93,2.185,0
1815,2025-07-05 05:27:58,2.95,2.185,0
1816,2025-07-05 05:28:28,2.96,2.176,0
1817,2025-07-05 05:28:59,2.95,2.178,0
1818,2025-07-05 05:29:29,2.94,2.178,0
1819,2025-07-05 05:29:59,2.97,2.177,0
1820,2025-07-05 05:30:29,2.95,2.180,0
1821,2025-07-05 05:30:59,2.92,2.178,0
1822,2025-07-05 05:31:29,2.94,2.172,0
1823,2025-07-05 05:31:59,2.94,2.170,0
1824,2025-07-05 05:32:29,2.93,2.181,0
1825,2025-07-05 05:33:00,2.93,2.174,0
1826,2025-07-05 05:33:30,2.93,2.178,0
1827,2025-07-05 05:34:02,2.93,2.180,0
1828,2025-07-05 05:34:32,2.94,2.175,0
1829,2025-07-05 05:35:02,2.94,2.175,0
1830,2025-07-05 05:35:32,2.95,2.163,0
1831,2025-07-05 05:36:02,2.94,2.178,0
1832,2025-07-05 05:36:32,2.97,2.173,0
1833,2025-07-05 05:37:02,2.96,2.185,0
1834,2025-07-05 05:37:34,2.96,2.181,0
1835,2025-07-05 05:38:04,2.96,2.177,0
1836,2025-07-05 05:38:41,2.96,2.180,0
1837,2025-07-05 05:39:11,2.94,2.173,0
1838,2025-07-05 05:39:41,2.95,2.180,0
1839,2025-07-05 05:40:11,2.93,2.180,0
1840,2025-07-05 05:40:41,2.95,2.173,0
1841,2025-07-05 05:41:11,2.95,2.188,0
1842,2025-07-05 05:41:41,2.94,2.179,0
1843,2025-07-05 05:42:11,2.94,2.163,0
1844,2025-07-05 05:42:43,2.94,2.178,0
1845,2025-07-05 05:43:13,2.93,2.175,0
1846,2025-07-05 05:43:44,2.93,2.180,0
1847,2025-07-05 05:44:14,2.95,2.163,0
1848,2025-07-05 05:44:44,2.93,2.210,0
1849,2025-07-05 05:45:14,2.97,2.185,0
1850,2025-07-05 05:45:44,2.96,2.180,0
1851,2025-07-05 05:46:14,2.95,2.185,0
1852,2025-07-05 05:46:44,2.93,2.179,0
1853,2025-07-05 05:47:14,2.96,2.166,0
1854,2025-07-05 05:47:45,2.96,2.178,0
1855,2025-07-05 05:48:15,2.92,2.178,0
1856,2025-07-05 05:48:46,2.94,2.179,0
1857,2025-07-05 05:49:16,2.96,2.163,0
1858,2025-07-05 05:49:47,2.91,2.175,0
1859,2025-07-05 05:50:17,2.94,2.178,0
1860,2025-07-05 05:50:47,2.92,2.179,0
1861,2025-07-05 05:51:17,2.91,2.173,0
1862,2025-07-05 05:51:47,2.94,2.166,0
1863,2025-07-05 05:52:17,2.94,2.177,0
1864,2025-07-05 05:52:48,2.95,2.183,0
1865,2025-07-05 05:53:18,2.94,2.166,0
1866,2025-07-05 05:53:48,2.95,2.169,0
1867,2025-07-05 05:54:18,2.94,2.178,0
1868,2025-07-05 05:54:49,2.91,2.180,0
1869,2025-07-05 05:55:21,2.90,2.177,0
1870,2025-07-05 05:55:53,2.90,2.169,0
1871,2025-07-05 05:56:23,2.93,2.175,0
1872,2025-07-05 05:56:53,2.91,2.185,0
1873,2025-07-05 05:57:23,2.92,2.174,0
1874,2025-07-05 05:57:53,2.91,2.185,0
1875,2025-07-05 05:58:23,2.91,2.185,0
1876,2025-07-05 05:58:53,2.90,2.192,0
1877,2025-07-05 05:59:23,2.92,2.169,0
1878,2025-07-05 05:59:53,2.91,2.181,0
1879,2025-07-05 06:00:23,2.93,2.178,0
1880,2025-07-05 06:00:53,2.92,2.185,0
1881,2025-07-05 06:01:23,2.93,2.178,0
1882,2025-07-05 06:01:53,2.97,2.180,0
1883,2025-07-05 06:02:23,2.93,2.179,0
1884,2025-07-05 06:02:54,2.93,2.185,0
1885,2025-07-05 06:03:24,2.96,2.191,0
1886,2025-07-05 06:03:54,2.97,2.171,0
1887,2025-07-05 06:04:24,2.96,2.177,0
1888,2025-07-05 06:04:55,2.98,2.193,0
1889,2025-07-05 06:05:25,2.98,2.178,0
1890,2025-07-05 06:05:55,3.00,2.185,0
1891,2025-07-05 06:06:25,3.00,2.179,0
1892,2025-07-05 06:06:57,2.96,2.178,0
1893,2025-07-05 06:07:27,2.97,2.177,0
1894,2025-07-05 06:07:57,2.98,2.178,0
1895,2025-07-05 06:08:27,2.98,2.185,0
1896,2025-07-05 06:08:57,2.95,2.175,0
1897,2025-07-05 06:09:27,2.92,2.179,0
1898,2025-07-05 06:09:57,2.95,2.175,0
1899,2025-07-05 06:10:27,2.95,2.173,0
1900,2025-07-05 06:10:57,2.92,2.214,0
1901,2025-07-05 06:11:27,2.94,2.181,0
1902,2025-07-05 06:11:57,2.93,2.173,0
1903,2025-07-05 06:12:27,2.91,2.177,0
1904,2025-07-05 06:12:58,2.90,2.170,0
1905,2025-07-05 06:13:28,2.91,2.178,0
1906,2025-07-05 06:13:58,2.93,2.188,0
1907,2025-07-05 06:14:28,2.92,2.181,0
1908,2025-07-05 06:14:58,2.93,2.176,0
1909,2025-07-05 06:15:28,2.91,2.178,0
1910,2025-07-05 06:15:58,2.93,2.178,0
1911,2025-07-05 06:16:28,2.90,2.185,0
1912,2025-07-05 06:16:59,2.88,2.178,0
1913,2025-07-05 06:17:29,2.90,2.178,0
1914,2025-07-05 06:18:00,2.89,2.115,0
1915,2025-07-05 06:18:30,2.86,2.165,0
1916,2025-07-05 06:19:00,2.86,2.191,0
1917,2025-07-05 06:19:30,2.87,2.102,0
1918,2025-07-05 06:20:00,2.83,2.173,0
1919,2025-07-05 06:20:30,2.84,2.175,0
1920,2025-07-05 06:21:00,2.85,2.173,0
1921,2025-07-05 06:21:30,2.82,2.183,0
1922,2025-07-05 06:22:02,2.81,2.177,0
1923,2025-07-05 06:22:32,2.83,2.178,0
1924,2025-07-05 06:23:02,2.80,2.178,0
1925,2025-07-05 06:23:32,2.80,2.185,0
1926,2025-07-05 06:24:02,2.78,2.181,0
1927,2025-07-05 06:24:33,2.78,2.169,0
1928,2025-07-05 06:25:05,2.77,2.171,0
1929,2025-07-05 06:25:35,2.79,2.185,0
1930,2025-07-05 06:26:05,2.80,2.185,0
1931,2025-07-05 06:26:38,2.80,2.176,0
1932,2025-07-05 06:27:10,2.80,2.173,0
1933,2025-07-05 06:27:40,2.79,2.176,0
1934,2025-07-05 06:28:10,2.80,2.163,0
1935,2025-07-05 06:28:40,2.81,2.175,0
1936,2025-07-05 06:29:10,2.78,2.185,0
1937,2025-07-05 06:29:40,2.80,2.185,0
1938,2025-07-05 06:30:10,2.80,2.182,0
1939,2025-07-05 06:30:40,2.78,2.212,0
1940,2025-07-05 06:31:10,2.81,2.188,0
1941,2025-07-05 06:31:40,2.78,2.185,0
1942,2025-07-05 06:32:10,2.77,2.176,0
1943,2025-07-05 06:32:40,2.77,2.178,0
1944,2025-07-05 06:33:10,2.76,2.185,0
1945,2025-07-05 06:33:40,2.77,2.179,0
1946,2025-07-05 06:34:10,2.76,2.180,0
1947,2025-07-05 06:34:41,2.77,2.181,0
1948,2025-07-05 06:35:11,2.77,2.185,0
1949,2025-07-05 06:35:41,2.77,2.183,0
1950,2025-07-05 06:36:11,2.76,2.182,0
1951,2025-07-05 06:36:42,2.74,2.149,0
1952,2025-07-05 06:37:12,2.75,2.180,0
1953,2025-07-05 06:37:42,2.74,2.191,0
1954,2025-07-05 06:38:12,2.73,2.185,0
1955,2025-07-05 06:38:42,2.74,2.181,0
1956,2025-07-05 06:39:12,2.73,2.182,0
1957,2025-07-05 06:39:42,2.75,2.185,0
1958,2025-07-05 06:40:12,2.75,2.188,0
1959,2025-07-05 06:40:43,2.74,2.181,0
1960,2025-07-05 06:41:13,2.75,2.205,0
1961,2025-07-05 06:41:43,2.74,2.179,0
1962,2025-07-05 06:42:13,2.73,2.191,0
1963,2025-07-05 06:42:43,2.76,2.173,0
1964,2025-07-05 06:43:13,2.74,2.186,0
1965,2025-07-05 06:43:43,2.74,2.186,0
1966,2025-07-05 06:44:13,2.73,2.207,0
1967,2025-07-05 06:44:43,2.75,2.185,0
1968,2025-07-05 06:45:13,2.74,2.188,0
1969,2025-07-05 06:45:45,2.72,2.190,0
1970,2025-07-05 06:46:15,2.71,2.188,0
1971,2025-07-05 06:46:46,2.69,2.183,0
1972,2025-07-05 06:47:16,2.68,2.185,0
1973,2025-07-05 06:47:46,2.68,2.190,0
1974,2025-07-05 06:48:16,2.68,2.190,0
1975,2025-07-05 06:48:46,2.69,2.207,0
1976,2025-07-05 06:49:16,2.68,2.178,0
1977,2025-07-05 06:49:46,2.69,2.179,0
1978,2025-07-05 06:50:16,2.67,2.194,0
1979,2025-07-05 06:50:47,2.69,2.161,0
1980,2025-07-05 06:51:17,2.70,2.186,0
1981,2025-07-05 06:51:48,2.70,2.185,0
1982,2025-07-05 06:52:18,2.69,2.182,0
1983,2025-07-05 06:52:48,2.68,2.185,0
1984,2025-07-05 06:53:18,2.68,2.185,0
1985,2025-07-05 06:53:48,2.67,2.179,0
1986,2025-07-05 06:54:18,2.66,2.184,0
1987,2025-07-05 06:54:48,2.64,2.191,0
1988,2025-07-05 06:55:18,2.64,2.186,0
1989,2025-07-05 06:55:49,2.64,2.191,0
1990,2025-07-05 06:56:19,2.62,2.181,0
1991,2025-07-05 06:56:49,2.63,2.185,0
1992,2025-07-05 06:57:19,2.60,2.189,0
1993,2025-07-05 06:57:49,2.63,2.198,0
1994,2025-07-05 06:58:19,2.65,2.188,0
1995,2025-07-05 06:58:49,2.62,2.190,0
1996,2025-07-05 06:59:19,2.62,2.182,0
1997,2025-07-05 06:59:49,2.64,2.185,0
1998,2025-07-05 07:00:19,2.61,2.173,0
1999,2025-07-05 07:00:50,2.65,2.136,0
2000,2025-07-05 07:01:20,2.63,2.190,0
2001,2025-07-05 07:01:50,2.62,2.188,0
2002,2025-07-05 07:02:20,2.64,2.185,0
2003,2025-07-05 07:02:50,2.65,2.185,0
2004,2025-07-05 07:03:20,2.64,2.185,0
2005,2025-07-05 07:03:50,2.64,2.191,0
2006,2025-07-05 07:04:20,2.65,2.202,0
2007,2025-07-05 07:04:50,2.65,2.186,0
2008,2025-07-05 07:05:20,2.63,2.188,0
2009,2025-07-05 07:05:52,2.64,2.191,0
2010,2025-07-05 07:06:22,2.65,2.185,0
2011,2025-07-05 07:06:53,2.65,2.188,0
2012,2025-07-05 07:07:23,2.64,2.186,0
2013,2025-07-05 07:07:53,2.65,2.173,0
2014,2025-07-05 07:08:23,2.66,2.196,0
2015,2025-07-05 07:08:53,2.65,2.186,0
2016,2025-07-05 07:09:23,2.63,2.191,0
2017,2025-07-05 07:09:54,2.63,2.200,0
2018,2025-07-05 07:10:24,2.64,2.190,0
2019,2025-07-05 07:10:54,2.64,2.191,0
2020,2025-07-05 07:11:24,2.64,2.182,0
2021,2025-07-05 07:11:54,2.62,2.194,0
2022,2025-07-05 07:12:24,2.65,2.190,0
2023,2025-07-05 07:12:55,2.65,2.191,0
2024,2025-07-05 07:13:25,2.64,2.200,0
2025,2025-07-05 07:13:55,2.65,2.191,0
2026,2025-07-05 07:14:25,2.66,2.192,0
2027,2025-07-05 07:14:55,2.64,2.191,0
2028,2025-07-05 07:15:25,2.64,2.191,0
2029,2025-07-05 07:15:56,2.65,2.179,0
2030,2025-07-05 07:16:26,2.64,2.185,0
2031,2025-07-05 07:16:56,2.64,2.185,0
2032,2025-07-05 07:17:26,2.62,2.188,0
2033,2025-07-05 07:17:57,2.64,2.191,0
2034,2025-07-05 07:18:27,2.64,2.181,0
2035,2025-07-05 07:18:57,2.64,2.184,0
2036,2025-07-05 07:19:27,2.63,2.190,0
2037,2025-07-05 07:19:58,2.64,2.191,0
2038,2025-07-05 07:20:28,2.64,2.190,0
2039,2025-07-05 07:21:00,2.64,2.191,0
2040,2025-07-05 07:21:30,2.66,2.185,0
2041,2025-07-05 07:22:00,2.68,2.185,0
2042,2025-07-05 07:22:30,2.67,2.189,0
2043,2025-07-05 07:23:00,2.68,2.192,0
2044,2025-07-05 07:23:30,2.65,2.179,0
2045,2025-07-05 07:24:00,2.65,2.187,0
2046,2025-07-05 07:24:30,2.67,2.217,0
2047,2025-07-05 07:25:00,2.66,2.190,0
2048,2025-07-05 07:25:30,2.65,2.190,0
2049,2025-07-05 07:26:01,2.68,2.190,0
2050,2025-07-05 07:26:31,2.66,2.191,0
2051,2025-07-05 07:27:01,2.66,2.191,0
2052,2025-07-05 07:27:31,2.65,2.188,0
2053,2025-07-05 07:28:01,2.64,2.192,0
2054,2025-07-05 07:28:31,2.65,2.191,0
2055,2025-07-05 07:29:01,2.65,2.185,0
2056,2025-07-05 07:29:31,2.64,2.185,0
2057,2025-07-05 07:30:01,2.64,2.185,0
2058,2025-07-05 07:30:31,2.64,2.191,0
2059,2025-07-05 07:31:01,2.66,2.181,0
2060,2025-07-05 07:31:31,2.65,2.186,0
2061,2025-07-05 07:32:01,2.65,2.191,0
2062,2025-07-05 07:32:31,2.67,2.181,0
2063,2025-07-05 07:33:01,2.65,2.194,0
2064,2025-07-05 07:33:31,2.64,2.192,0
2065,2025-07-05 07:34:01,2.67,2.191,0
2066,2025-07-05 07:34:31,2.65,2.191,0
2067,2025-07-05 07:35:02,2.65,2.186,0
2068,2025-07-05 07:35:32,2.64,2.176,0
2069,2025-07-05 07:36:02,2.64,2.190,0
2070,2025-07-05 07:36:32,2.62,2.190,0
2071,2025-07-05 07:37:02,2.64,2.191,0
2072,2025-07-05 07:37:32,2.64,2.188,0
2073,2025-07-05 07:38:02,2.63,2.187,0
2074,2025-07-05 07:38:32,2.65,2.185,0
2075,2025-07-05 07:39:02,2.65,2.191,0
2076,2025-07-05 07:39:32,2.64,2.182,0
2077,2025-07-05 07:40:02,2.64,2.188,0
2078,2025-07-05 07:40:32,2.65,2.176,0
2079,2025-07-05 07:41:02,2.67,2.191,0
2080,2025-07-05 07:41:32,2.64,2.177,0
2081,2025-07-05 07:42:02,2.65,2.186,0
2082,2025-07-05 07:42:32,2.65,2.192,0
2083,2025-07-05 07:43:02,2.65,2.191,0
2084,2025-07-05 07:43:32,2.68,2.191,0
