Sample,Time,Ta,V_Thermistor,PWM%
2085,2025-07-05 07:44:02,2.68,2.185,0
2086,2025-07-05 07:44:40,2.68,2.188,0
2087,2025-07-05 07:45:10,2.69,2.191,0
2088,2025-07-05 07:45:40,2.70,2.191,0
2089,2025-07-05 07:46:10,2.69,2.182,0
2090,2025-07-05 07:46:40,2.73,2.194,0
2091,2025-07-05 07:47:10,2.73,2.184,0
2092,2025-07-05 07:47:40,2.73,2.185,0
2093,2025-07-05 07:48:10,2.73,2.152,0
2094,2025-07-05 07:48:40,2.74,2.176,0
2095,2025-07-05 07:49:10,2.76,2.185,0
2096,2025-07-05 07:49:41,2.77,2.188,0
2097,2025-07-05 07:50:11,2.79,2.190,0
2098,2025-07-05 07:50:41,2.81,2.191,0
2099,2025-07-05 07:51:11,2.83,2.182,0
2100,2025-07-05 07:51:41,2.86,2.185,0
2101,2025-07-05 07:52:11,2.88,2.190,0
2102,2025-07-05 07:52:41,2.92,2.191,0
2103,2025-07-05 07:53:11,2.92,2.185,0
2104,2025-07-05 07:53:42,2.98,2.185,0
2105,2025-07-05 07:54:12,2.99,2.191,0
2106,2025-07-05 07:54:44,3.01,2.188,0
2107,2025-07-05 07:55:14,3.08,2.185,0
2108,2025-07-05 07:55:44,3.08,2.185,0
2109,2025-07-05 07:56:14,3.09,2.185,0
2110,2025-07-05 07:56:44,3.13,2.184,0
2111,2025-07-05 07:57:14,3.16,2.175,0
2112,2025-07-05 07:57:44,3.15,2.176,0
2113,2025-07-05 07:58:14,3.18,2.182,0
2114,2025-07-05 07:58:44,3.18,2.176,0
2115,2025-07-05 07:59:14,3.22,2.166,0
2116,2025-07-05 07:59:45,3.23,2.185,0
2117,2025-07-05 08:00:15,3.26,2.166,0
2118,2025-07-05 08:00:45,3.26,2.178,0
2119,2025-07-05 08:01:15,3.30,2.159,0
2120,2025-07-05 08:01:45,3.30,2.181,0
2121,2025-07-05 08:02:15,3.33,2.133,0
2122,2025-07-05 08:02:45,3.33,2.173,0
2123,2025-07-05 08:03:15,3.34,2.139,0
2124,2025-07-05 08:03:46,3.35,2.161,0
2125,2025-07-05 08:04:16,3.38,2.179,0
2126,2025-07-05 08:04:46,3.40,2.180,0
2127,2025-07-05 08:05:16,3.41,2.161,0
2128,2025-07-05 08:05:46,3.41,2.231,0
2129,2025-07-05 08:06:16,3.39,2.204,0
2130,2025-07-05 08:06:47,3.45,2.177,0
2131,2025-07-05 08:07:16,3.46,2.171,0
2132,2025-07-05 08:07:46,3.45,2.165,0
2133,2025-07-05 08:08:16,3.49,2.169,0
2134,2025-07-05 08:08:48,3.52,2.173,0
2135,2025-07-05 08:09:18,3.53,2.179,0
2136,2025-07-05 08:09:48,3.54,2.166,0
2137,2025-07-05 08:10:18,3.53,2.153,0
2138,2025-07-05 08:10:48,3.56,2.178,0
2139,2025-07-05 08:11:18,3.58,2.172,0
2140,2025-07-05 08:11:48,3.60,2.177,0
2141,2025-07-05 08:12:18,3.62,2.173,0
2142,2025-07-05 08:12:48,3.62,2.173,0
2143,2025-07-05 08:13:18,3.64,2.183,0
2144,2025-07-05 08:13:50,3.66,2.178,0
2145,2025-07-05 08:14:20,3.70,2.166,0
2146,2025-07-05 08:14:51,3.71,2.169,0
2147,2025-07-05 08:15:21,3.71,2.158,0
2148,2025-07-05 08:15:51,3.74,2.165,0
2149,2025-07-05 08:16:21,3.73,2.159,0
2150,2025-07-05 08:16:51,3.78,2.172,0
2151,2025-07-05 08:17:21,3.78,2.162,0
2152,2025-07-05 08:17:53,3.80,2.159,0
2153,2025-07-05 08:18:23,3.83,2.154,0
2154,2025-07-05 08:18:54,3.85,2.165,0
2155,2025-07-05 08:19:24,3.85,2.160,0
2156,2025-07-05 08:19:54,3.90,2.170,0
2157,2025-07-05 08:20:24,3.91,2.169,0
2158,2025-07-05 08:20:54,3.96,2.157,0
2159,2025-07-05 08:21:24,3.95,2.156,0
2160,2025-07-05 08:21:54,4.00,2.156,0
2161,2025-07-05 08:22:24,4.01,2.172,0
2162,2025-07-05 08:22:55,4.05,2.159,0
2163,2025-07-05 08:23:25,4.09,2.159,0
2164,2025-07-05 08:23:56,4.10,2.159,0
2165,2025-07-05 08:24:26,4.14,2.152,0
2166,2025-07-05 08:24:56,4.18,2.110,0
2167,2025-07-05 08:25:26,4.21,2.159,0
2168,2025-07-05 08:25:56,4.26,2.153,0
2169,2025-07-05 08:26:26,4.30,2.099,0
2170,2025-07-05 08:26:56,4.31,2.145,0
2171,2025-07-05 08:27:26,4.36,2.165,0
2172,2025-07-05 08:27:57,4.39,2.147,0
2173,2025-07-05 08:28:27,4.39,2.153,0
2174,2025-07-05 08:28:58,4.43,2.148,0
2175,2025-07-05 08:29:28,4.45,2.154,0
2176,2025-07-05 08:29:58,4.50,2.164,0
2177,2025-07-05 08:30:28,4.51,2.147,0
2178,2025-07-05 08:30:58,4.55,2.156,0
2179,2025-07-05 08:31:28,4.55,2.156,0
2180,2025-07-05 08:31:58,4.56,2.148,0
2181,2025-07-05 08:32:28,4.55,2.176,0
2182,2025-07-05 08:32:59,4.55,2.152,0
2183,2025-07-05 08:33:29,4.56,2.159,0
2184,2025-07-05 08:33:59,4.56,2.148,0
2185,2025-07-05 08:34:29,4.59,2.149,0
2186,2025-07-05 08:34:59,4.59,2.147,0
2187,2025-07-05 08:35:29,4.61,2.151,0
2188,2025-07-05 08:35:59,4.61,2.151,0
2189,2025-07-05 08:36:29,4.63,2.146,0
2190,2025-07-05 08:36:59,4.65,2.150,0
2191,2025-07-05 08:37:29,4.67,2.132,0
2192,2025-07-05 08:38:00,4.70,2.144,0
2193,2025-07-05 08:38:30,4.70,2.159,0
2194,2025-07-05 08:39:01,4.75,2.142,0
2195,2025-07-05 08:39:31,4.75,2.144,0
2196,2025-07-05 08:40:01,4.76,2.148,0
2197,2025-07-05 08:40:31,4.79,2.144,0
2198,2025-07-05 08:41:01,4.79,2.146,0
2199,2025-07-05 08:41:31,4.78,2.143,0
2200,2025-07-05 08:42:01,4.83,2.144,0
2201,2025-07-05 08:42:31,4.82,2.154,0
2202,2025-07-05 08:43:02,4.87,2.143,0
2203,2025-07-05 08:43:32,4.90,2.151,0
2204,2025-07-05 08:44:02,4.93,2.139,0
2205,2025-07-05 08:44:32,4.94,2.148,0
2206,2025-07-05 08:45:02,5.00,2.133,0
2207,2025-07-05 08:45:32,5.00,2.152,0
2208,2025-07-05 08:46:02,5.03,2.140,0
2209,2025-07-05 08:46:32,5.04,2.140,0
2210,2025-07-05 08:47:02,5.06,2.140,0
2211,2025-07-05 08:47:40,5.07,2.132,0
2212,2025-07-05 08:48:12,5.10,2.140,0
2213,2025-07-05 08:48:42,5.12,2.144,0
2214,2025-07-05 08:49:12,5.11,2.130,0
2215,2025-07-05 08:49:42,5.16,2.127,0
2216,2025-07-05 08:50:12,5.19,2.140,0
2217,2025-07-05 08:50:42,5.20,2.136,0
2218,2025-07-05 08:51:12,5.22,2.131,0
2219,2025-07-05 08:51:42,5.25,2.129,0
2220,2025-07-05 08:52:12,5.25,2.125,0
2221,2025-07-05 08:52:44,5.30,2.140,0
2222,2025-07-05 08:53:14,5.31,2.127,0
2223,2025-07-05 08:53:44,5.34,2.138,0
2224,2025-07-05 08:54:14,5.37,2.133,0
2225,2025-07-05 08:54:44,5.39,2.118,0
2226,2025-07-05 08:55:14,5.42,2.126,0
2227,2025-07-05 08:55:44,5.44,2.124,0
2228,2025-07-05 08:56:14,5.47,2.133,0
2229,2025-07-05 08:56:45,5.49,2.113,0
2230,2025-07-05 08:57:15,5.53,2.108,0
2231,2025-07-05 08:57:46,5.56,2.130,0
2232,2025-07-05 08:58:16,5.57,2.123,0
2233,2025-07-05 08:58:46,5.59,2.127,0
2234,2025-07-05 08:59:16,5.67,2.127,0
2235,2025-07-05 08:59:47,5.69,2.125,0
2236,2025-07-05 09:00:17,5.75,2.123,0
2237,2025-07-05 09:00:47,5.78,2.123,0
2238,2025-07-05 09:01:17,5.81,2.127,0
2239,2025-07-05 09:01:48,5.86,2.123,0
2240,2025-07-05 09:02:18,5.89,2.103,0
2241,2025-07-05 09:02:50,5.96,2.110,0
2242,2025-07-05 09:03:20,6.00,2.107,0
2243,2025-07-05 09:03:50,6.06,2.114,0
2244,2025-07-05 09:04:20,6.10,2.111,0
2245,2025-07-05 09:04:50,6.14,2.119,0
2246,2025-07-05 09:05:20,6.19,2.108,0
2247,2025-07-05 09:05:50,6.24,2.115,0
2248,2025-07-05 09:06:20,6.28,2.112,0
2249,2025-07-05 09:06:51,6.33,2.113,0
2250,2025-07-05 09:07:21,6.35,2.115,0
2251,2025-07-05 09:07:51,6.41,2.111,0
2252,2025-07-05 09:08:21,6.45,2.100,0
2253,2025-07-05 09:08:51,6.49,2.098,0
2254,2025-07-05 09:09:21,6.51,2.098,0
2255,2025-07-05 09:09:51,6.57,2.101,0
2256,2025-07-05 09:10:21,6.59,2.107,0
2257,2025-07-05 09:10:51,6.61,2.101,0
2258,2025-07-05 09:11:21,6.66,2.107,0
2259,2025-07-05 09:11:53,6.69,2.103,0
2260,2025-07-05 09:12:23,6.72,2.101,0
2261,2025-07-05 09:12:53,6.75,2.099,0
2262,2025-07-05 09:13:23,6.77,2.092,0
2263,2025-07-05 09:13:53,6.81,2.101,0
2264,2025-07-05 09:14:23,6.84,2.115,0
2265,2025-07-05 09:14:53,6.91,2.107,0
2266,2025-07-05 09:15:23,6.94,2.102,0
2267,2025-07-05 09:15:53,6.99,2.098,0
2268,2025-07-05 09:16:23,7.02,2.099,0
2269,2025-07-05 09:16:55,7.06,2.094,0
2270,2025-07-05 09:17:25,7.09,2.088,0
2271,2025-07-05 09:17:55,7.11,2.086,0
2272,2025-07-05 09:18:25,7.16,2.091,0
2273,2025-07-05 09:18:55,7.19,2.078,0
2274,2025-07-05 09:19:25,7.22,2.083,0
2275,2025-07-05 09:19:55,7.26,2.086,0
2276,2025-07-05 09:20:25,7.30,2.091,0
2277,2025-07-05 09:20:56,7.34,2.086,0
2278,2025-07-05 09:21:26,7.38,2.088,0
2279,2025-07-05 09:21:57,7.40,2.087,0
2280,2025-07-05 09:22:27,7.43,2.083,0
2281,2025-07-05 09:22:57,7.48,2.078,0
2282,2025-07-05 09:23:27,7.52,2.069,0
2283,2025-07-05 09:23:57,7.51,2.078,0
2284,2025-07-05 09:24:27,7.57,2.082,0
2285,2025-07-05 09:24:57,7.62,2.081,0
2286,2025-07-05 09:25:27,7.64,2.075,0
2287,2025-07-05 09:25:57,7.71,2.089,0
2288,2025-07-05 09:26:27,7.74,2.079,0
2289,2025-07-05 09:26:58,7.78,2.071,0
2290,2025-07-05 09:27:28,7.84,2.077,0
2291,2025-07-05 09:27:58,7.88,2.055,0
2292,2025-07-05 09:28:28,7.94,2.082,0
2293,2025-07-05 09:28:58,7.98,2.075,0
2294,2025-07-05 09:29:28,8.03,2.083,0
2295,2025-07-05 09:29:58,8.04,2.088,0
2296,2025-07-05 09:30:28,8.11,2.056,0
2297,2025-07-05 09:30:59,8.14,2.056,0
2298,2025-07-05 09:31:29,8.21,2.057,0
2299,2025-07-05 09:32:00,8.26,2.045,0
2300,2025-07-05 09:32:30,8.27,2.062,0
2301,2025-07-05 09:33:00,8.35,2.061,0
2302,2025-07-05 09:33:30,8.37,2.059,0
2303,2025-07-05 09:34:00,8.43,2.061,0
2304,2025-07-05 09:34:30,8.50,2.058,0
2305,2025-07-05 09:35:00,8.52,2.054,0
2306,2025-07-05 09:35:30,8.56,2.050,0
2307,2025-07-05 09:36:00,8.61,2.045,0
2308,2025-07-05 09:36:30,8.66,2.046,0
2309,2025-07-05 09:37:02,8.69,2.056,0
2310,2025-07-05 09:37:32,8.72,2.079,0
2311,2025-07-05 09:38:02,8.75,2.045,0
2312,2025-07-05 09:38:32,8.81,2.059,0
2313,2025-07-05 09:39:02,8.82,2.040,0
2314,2025-07-05 09:39:32,8.85,2.049,0
2315,2025-07-05 09:40:02,8.89,2.044,0
2316,2025-07-05 09:40:38,8.92,2.036,0
2317,2025-07-05 09:41:08,8.95,2.049,0
2318,2025-07-05 09:41:39,8.99,2.032,0
2319,2025-07-05 09:42:09,9.01,2.049,0
2320,2025-07-05 09:42:39,9.04,2.040,0
2321,2025-07-05 09:43:09,9.07,2.040,0
2322,2025-07-05 09:43:39,9.06,2.043,0
2323,2025-07-05 09:44:09,9.08,2.034,0
2324,2025-07-05 09:44:39,9.09,2.046,0
2325,2025-07-05 09:45:09,9.12,2.024,0
2326,2025-07-05 09:45:39,9.13,2.043,0
2327,2025-07-05 09:46:09,9.14,2.039,0
2328,2025-07-05 09:46:39,9.19,2.036,0
2329,2025-07-05 09:47:09,9.18,2.037,0
2330,2025-07-05 09:47:39,9.22,2.032,0
2331,2025-07-05 09:48:09,9.22,2.036,0
2332,2025-07-05 09:48:39,9.25,2.028,0
2333,2025-07-05 09:49:09,9.25,2.037,0
2334,2025-07-05 09:49:39,9.29,2.035,0
2335,2025-07-05 09:50:09,9.32,2.037,0
2336,2025-07-05 09:50:40,9.35,2.036,0
2337,2025-07-05 09:51:10,9.37,2.040,0
2338,2025-07-05 09:51:43,9.37,2.028,0
2339,2025-07-05 09:52:13,9.43,2.038,0
2340,2025-07-05 09:52:43,9.46,2.023,0
2341,2025-07-05 09:53:13,9.47,2.024,0
2342,2025-07-05 09:53:43,9.51,2.030,0
2343,2025-07-05 09:54:13,9.51,2.030,0
2344,2025-07-05 09:54:44,9.57,2.031,0
2345,2025-07-05 09:55:14,9.57,2.030,0
2346,2025-07-05 09:55:44,9.61,2.019,0
2347,2025-07-05 09:56:14,9.63,2.024,0
2348,2025-07-05 09:56:44,9.67,2.027,0
2349,2025-07-05 09:57:14,9.68,2.030,0
2350,2025-07-05 09:57:44,9.69,2.030,0
2351,2025-07-05 09:58:14,9.73,2.025,0
2352,2025-07-05 09:58:44,9.77,2.019,0
2353,2025-07-05 09:59:14,9.80,2.020,0
2354,2025-07-05 09:59:45,9.83,1.991,0
2355,2025-07-05 10:00:15,9.86,2.020,0
2356,2025-07-05 10:00:46,9.87,2.033,0
2357,2025-07-05 10:01:16,9.93,2.044,0
2358,2025-07-05 10:01:46,9.94,2.018,0
2359,2025-07-05 10:02:16,9.98,2.014,0
2360,2025-07-05 10:02:46,10.00,2.018,0
2361,2025-07-05 10:03:16,10.05,2.019,0
2362,2025-07-05 10:03:46,10.07,1.985,0
2363,2025-07-05 10:04:16,10.07,2.027,0
2364,2025-07-05 10:04:48,10.13,2.011,0
2365,2025-07-05 10:05:18,10.14,2.005,0
2366,2025-07-05 10:05:48,10.18,2.005,0
2367,2025-07-05 10:06:18,10.21,2.012,0
2368,2025-07-05 10:06:48,10.24,2.017,0
2369,2025-07-05 10:07:18,10.25,2.014,0
2370,2025-07-05 10:07:48,10.26,2.014,0
2371,2025-07-05 10:08:18,10.32,2.000,0
2372,2025-07-05 10:08:48,10.36,2.003,0
2373,2025-07-05 10:09:18,10.37,2.011,0
2374,2025-07-05 10:09:49,10.41,2.005,0
2375,2025-07-05 10:10:19,10.47,1.995,0
2376,2025-07-05 10:10:50,10.48,2.002,0
2377,2025-07-05 10:11:20,10.50,1.937,0
2378,2025-07-05 10:11:50,10.50,1.999,0
2379,2025-07-05 10:12:20,10.55,1.998,0
2380,2025-07-05 10:12:50,10.56,1.992,0
2381,2025-07-05 10:13:20,10.57,1.993,0
2382,2025-07-05 10:13:50,10.60,2.004,0
2383,2025-07-05 10:14:20,10.61,1.983,0
2384,2025-07-05 10:14:51,10.67,1.995,0
2385,2025-07-05 10:15:21,10.71,1.996,0
2386,2025-07-05 10:15:51,10.74,1.992,0
2387,2025-07-05 10:16:21,10.79,1.995,0
2388,2025-07-05 10:16:51,10.83,1.995,0
2389,2025-07-05 10:17:21,10.87,1.994,0
2390,2025-07-05 10:17:51,10.92,1.989,0
2391,2025-07-05 10:18:21,10.95,1.998,0
2392,2025-07-05 10:18:51,10.98,1.995,0
2393,2025-07-05 10:19:21,11.00,1.996,0
2394,2025-07-05 10:19:53,11.05,1.982,0
2395,2025-07-05 10:20:23,11.08,1.984,0
2396,2025-07-05 10:20:53,11.12,1.992,0
2397,2025-07-05 10:21:23,11.19,1.991,0
2398,2025-07-05 10:21:53,11.22,1.992,0
2399,2025-07-05 10:22:23,11.22,1.976,0
2400,2025-07-05 10:22:53,11.22,1.985,0
2401,2025-07-05 10:23:23,11.24,1.982,0
2402,2025-07-05 10:23:53,11.27,1.985,0
2403,2025-07-05 10:24:23,11.31,1.986,0
2404,2025-07-05 10:24:54,11.36,1.985,0
2405,2025-07-05 10:25:24,11.39,1.978,0
2406,2025-07-05 10:25:54,11.41,1.979,0
2407,2025-07-05 10:26:24,11.47,1.979,0
2408,2025-07-05 10:26:54,11.49,1.975,0
2409,2025-07-05 10:27:24,11.53,1.965,0
2410,2025-07-05 10:27:54,11.57,1.977,0
2411,2025-07-05 10:28:24,11.58,1.975,0
2412,2025-07-05 10:28:55,11.62,1.982,0
2413,2025-07-05 10:29:25,11.65,1.979,0
2414,2025-07-05 10:29:55,11.66,1.986,0
2415,2025-07-05 10:30:25,11.69,1.966,0
2416,2025-07-05 10:30:55,11.73,1.979,0
2417,2025-07-05 10:31:25,11.80,1.974,0
2418,2025-07-05 10:31:55,11.86,1.966,0
2419,2025-07-05 10:32:25,11.90,1.964,0
2420,2025-07-05 10:32:55,11.92,1.972,0
2421,2025-07-05 10:33:25,11.98,1.974,0
2422,2025-07-05 10:33:55,12.02,1.969,0
2423,2025-07-05 10:34:25,12.04,1.964,0
2424,2025-07-05 10:34:56,12.08,1.972,0
2425,2025-07-05 10:35:26,12.13,1.953,0
2426,2025-07-05 10:35:56,12.16,1.966,0
2427,2025-07-05 10:36:26,12.21,1.957,0
2428,2025-07-05 10:36:56,12.24,1.959,0
2429,2025-07-05 10:37:26,12.28,1.957,0
2430,2025-07-05 10:37:56,12.29,1.956,0
2431,2025-07-05 10:38:26,12.32,1.945,0
2432,2025-07-05 10:38:57,12.35,1.953,0
2433,2025-07-05 10:39:27,12.44,1.944,0
2434,2025-07-05 10:39:59,12.45,1.957,0
2435,2025-07-05 10:40:29,12.50,1.957,0
2436,2025-07-05 10:40:59,12.56,1.957,0
2437,2025-07-05 10:41:29,12.61,1.950,0
2438,2025-07-05 10:41:59,12.66,1.957,0
2439,2025-07-05 10:42:29,12.65,1.948,0
2440,2025-07-05 10:42:59,12.69,1.947,0
2441,2025-07-05 10:43:29,12.72,1.949,0
2442,2025-07-05 10:43:59,12.75,1.943,0
2443,2025-07-05 10:44:29,12.74,1.947,0
2444,2025-07-05 10:45:00,12.79,1.936,0
2445,2025-07-05 10:45:30,12.79,1.943,0
2446,2025-07-05 10:46:00,12.83,1.936,0
2447,2025-07-05 10:46:30,12.83,1.945,0
2448,2025-07-05 10:47:00,12.86,1.941,0
2449,2025-07-05 10:47:30,12.88,1.941,0
2450,2025-07-05 10:48:00,12.93,1.934,0
2451,2025-07-05 10:48:30,13.00,1.927,0
2452,2025-07-05 10:49:01,13.04,1.935,0
2453,2025-07-05 10:49:31,13.07,1.932,0
2454,2025-07-05 10:50:03,13.12,1.928,0
2455,2025-07-05 10:50:33,13.16,1.933,0
2456,2025-07-05 10:51:03,13.18,1.934,0
2457,2025-07-05 10:51:33,13.21,1.933,0
2458,2025-07-05 10:52:03,13.22,1.927,0
2459,2025-07-05 10:52:33,13.26,1.930,0
2460,2025-07-05 10:53:03,13.24,1.932,0
2461,2025-07-05 10:53:35,13.26,1.920,0
2462,2025-07-05 10:54:07,13.26,1.933,0
2463,2025-07-05 10:54:37,13.30,1.924,0
2464,2025-07-05 10:55:07,13.35,1.893,0
2465,2025-07-05 10:55:37,13.38,1.927,0
2466,2025-07-05 10:56:07,13.40,1.927,0
2467,2025-07-05 10:56:37,13.45,1.924,0
2468,2025-07-05 10:57:07,13.50,1.927,0
2469,2025-07-05 10:57:37,13.54,1.919,0
2470,2025-07-05 10:58:07,13.60,1.920,0
2471,2025-07-05 10:58:37,13.63,1.920,0
2472,2025-07-05 10:59:07,13.67,1.921,0
2473,2025-07-05 10:59:37,13.71,1.908,0
2474,2025-07-05 11:00:07,13.71,1.913,0
2475,2025-07-05 11:00:37,13.74,1.908,0
2476,2025-07-05 11:01:07,13.77,1.903,0
2477,2025-07-05 11:01:37,13.82,1.901,0
2478,2025-07-05 11:02:07,13.83,1.899,0
2479,2025-07-05 11:02:37,13.86,1.906,0
2480,2025-07-05 11:03:07,13.88,1.891,0
2481,2025-07-05 11:03:38,13.92,1.907,0
2482,2025-07-05 11:04:08,13.96,1.899,0
2483,2025-07-05 11:04:38,14.02,1.901,0
2484,2025-07-05 11:05:08,14.10,1.895,0
2485,2025-07-05 11:05:38,14.15,1.898,0
2486,2025-07-05 11:06:08,14.15,1.890,0
2487,2025-07-05 11:06:38,14.20,1.901,0
2488,2025-07-05 11:07:08,14.24,1.891,0
2489,2025-07-05 11:07:40,14.28,1.842,0
2490,2025-07-05 11:08:10,14.31,1.888,0
2491,2025-07-05 11:08:40,14.34,1.879,0
2492,2025-07-05 11:09:12,14.36,1.890,0
2493,2025-07-05 11:09:42,14.43,1.891,0
2494,2025-07-05 11:10:12,14.49,1.886,0
2495,2025-07-05 11:10:42,14.54,1.880,0
2496,2025-07-05 11:11:12,14.60,1.888,0
2497,2025-07-05 11:11:42,14.59,1.871,0
2498,2025-07-05 11:12:12,14.64,1.882,0
2499,2025-07-05 11:12:42,14.64,1.875,0
2500,2025-07-05 11:13:12,14.65,1.875,0
2501,2025-07-05 11:13:42,14.70,1.876,0
2502,2025-07-05 11:14:12,14.76,1.878,0
2503,2025-07-05 11:14:42,14.80,1.861,0
2504,2025-07-05 11:15:12,14.84,1.863,0
2505,2025-07-05 11:15:42,14.87,1.872,0
2506,2025-07-05 11:16:12,14.87,1.870,0
2507,2025-07-05 11:16:42,14.85,1.863,0
2508,2025-07-05 11:17:12,14.86,1.867,0
2509,2025-07-05 11:17:43,14.90,1.853,0
2510,2025-07-05 11:18:13,14.90,1.869,0
2511,2025-07-05 11:18:44,14.92,1.859,0
2512,2025-07-05 11:19:14,14.97,1.857,0
2513,2025-07-05 11:19:44,15.00,1.849,0
2514,2025-07-05 11:20:14,15.05,1.862,0
2515,2025-07-05 11:20:44,15.10,1.854,0
2516,2025-07-05 11:21:14,15.14,1.849,0
2517,2025-07-05 11:21:44,15.19,1.846,0
2518,2025-07-05 11:22:14,15.25,1.853,0
2519,2025-07-05 11:22:46,15.29,1.849,0
2520,2025-07-05 11:23:16,15.33,1.841,0
2521,2025-07-05 11:23:46,15.34,1.859,0
2522,2025-07-05 11:24:16,15.35,1.837,0
2523,2025-07-05 11:24:46,15.37,1.837,0
2524,2025-07-05 11:25:16,15.35,1.846,0
2525,2025-07-05 11:25:46,15.36,1.840,0
2526,2025-07-05 11:26:16,15.37,1.837,0
2527,2025-07-05 11:26:46,15.41,1.846,0
2528,2025-07-05 11:27:16,15.43,1.834,0
2529,2025-07-05 11:27:47,15.46,1.834,0
2530,2025-07-05 11:28:17,15.46,1.837,0
2531,2025-07-05 11:28:47,15.47,1.825,0
2532,2025-07-05 11:29:17,15.46,1.837,0
2533,2025-07-05 11:29:47,15.49,1.837,0
2534,2025-07-05 11:30:17,15.50,1.834,0
2535,2025-07-05 11:30:47,15.54,1.830,0
2536,2025-07-05 11:31:17,15.59,1.831,0
2537,2025-07-05 11:31:47,15.63,1.824,0
2538,2025-07-05 11:32:17,15.66,1.831,0
2539,2025-07-05 11:32:48,15.72,1.845,0
2540,2025-07-05 11:33:18,15.77,1.824,0
2541,2025-07-05 11:33:48,15.78,1.830,0
2542,2025-07-05 11:34:18,15.84,1.832,0
2543,2025-07-05 11:34:48,15.89,1.828,0
2544,2025-07-05 11:35:18,15.95,1.830,0
2545,2025-07-05 11:35:48,15.98,1.828,0
2546,2025-07-05 11:36:18,16.00,1.824,0
2547,2025-07-05 11:36:50,16.02,1.820,0
2548,2025-07-05 11:37:20,16.03,1.818,0
2549,2025-07-05 11:37:51,16.01,1.820,0
2550,2025-07-05 11:38:21,15.99,1.824,0
2551,2025-07-05 11:38:51,15.95,1.822,0
2552,2025-07-05 11:39:21,15.89,1.816,0
2553,2025-07-05 11:39:51,15.81,1.840,0
2554,2025-07-05 11:40:21,15.77,1.822,0
2555,2025-07-05 11:40:51,15.70,1.828,0
2556,2025-07-05 11:41:21,15.69,1.817,0
2557,2025-07-05 11:41:52,15.69,1.824,0
2558,2025-07-05 11:42:22,15.70,1.820,0
2559,2025-07-05 11:42:52,15.71,1.814,0
2560,2025-07-05 11:43:22,15.69,1.821,0
2561,2025-07-05 11:43:52,15.65,1.819,0
2562,2025-07-05 11:44:22,15.62,1.800,0
2563,2025-07-05 11:44:52,15.57,1.817,0
2564,2025-07-05 11:45:22,15.56,1.820,0
2565,2025-07-05 11:45:52,15.56,1.828,0
2566,2025-07-05 11:46:22,15.56,1.818,0
2567,2025-07-05 11:46:53,15.56,1.817,0
2568,2025-07-05 11:47:23,15.61,1.818,0
2569,2025-07-05 11:47:54,15.68,1.824,0
2570,2025-07-05 11:48:24,15.74,1.805,0
2571,2025-07-05 11:48:54,15.82,1.824,0
2572,2025-07-05 11:49:24,15.84,1.810,0
2573,2025-07-05 11:49:54,15.90,1.817,0
2574,2025-07-05 11:50:24,15.93,1.811,0
2575,2025-07-05 11:50:54,15.95,1.800,0
2576,2025-07-05 11:51:24,15.95,1.808,0
2577,2025-07-05 11:51:56,15.93,1.811,0
2578,2025-07-05 11:52:26,15.89,1.805,0
2579,2025-07-05 11:52:56,15.80,1.817,0
2580,2025-07-05 11:53:26,15.74,1.830,0
2581,2025-07-05 11:53:56,15.69,1.802,0
2582,2025-07-05 11:54:26,15.60,1.805,0
2583,2025-07-05 11:54:56,15.54,1.801,0
2584,2025-07-05 11:55:26,15.47,1.795,0
